都道府県名	資料種別	元のTSVファイル名	input_file	graph	output_file	json_file	保存されていたフォルダ名
秋田	行政資料	akita_relation.tsv	（仮称）能代山本広域風力発電事業_方法書.pdf	https://kozaki-lab.jp/REFV-KG/docs/Akita/00060	Akita_00060.trig	.\output\json\Akita_00060.trig.json	平成30年9月4日知事意見
秋田	行政資料	akita_relation.tsv	（仮称）能代山本広域風力発電事業_準備書.pdf	https://kozaki-lab.jp/REFV-KG/docs/Akita/00061	Akita_00061.trig	.\output\json\Akita_00061.trig.json	令和2年12月4日知事意見
秋田	行政資料	akita_relation.tsv	（仮称）能代山本広域風力発電事業_配慮書.pdf	https://kozaki-lab.jp/REFV-KG/docs/Akita/00062	Akita_00062.trig	.\output\json\Akita_00062.trig.json	平成29年5月9日知事意見 (1)
秋田	行政資料	akita_relation.tsv	（仮称）鹿角上沼風力発電事業_方法書.pdf	https://kozaki-lab.jp/REFV-KG/docs/Akita/00063	Akita_00063.trig	.\output\json\Akita_00063.trig.json	平成27年6月3日知事意見
秋田	行政資料	akita_relation.tsv	（仮称）鹿角上沼風力発電事業_配慮書.pdf	https://kozaki-lab.jp/REFV-KG/docs/Akita/00064	Akita_00064.trig	.\output\json\Akita_00064.trig.json	平成26年10月20日知事意見
秋田	行政資料	akita_relation.tsv	（仮称）鹿角東部市民ウィンドファーム事業_配慮書.pdf	https://kozaki-lab.jp/REFV-KG/docs/Akita/00065	Akita_00065.trig	.\output\json\Akita_00065.trig.json	令和6年9月27日知事意見 (1)
秋田	行政資料	akita_relation.tsv	（別紙）知事意見（八竜風力更新計画_準備書）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Akita/00066	Akita_00066.trig	.\output\json\Akita_00066.trig.json	令和4年4月12日知事意見
北海道	行政資料	relation_hokkaido.tsv	200703 （仮称）北海道小樽余市風力発電所計画段階環境配慮書に係る知事意見.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00001	Hokkaido_00001.trig	.\output\json\Hokkaido_00001.trig.json	後志地域　風力発電事業\小樽余市風力発電所（双日）\環境影響評価関連
北海道	報道	relation_hokkaido.tsv	20190716 メガソーラービジネス（北海道初の「蓄電池併設型」、松前で国内最大風車が稼働）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00002	Hokkaido_00002.trig	.\output\json\Hokkaido_00002.trig.json	リエネ松前風力発電所\報道関係（松前）
北海道	事業者資料	relation_hokkaido.tsv	20191219 ニュースリリース：北海道松前町と東急不動産 風力発電事業と地域活性化に関する協定書を締結.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00003	Hokkaido_00003.trig	.\output\json\Hokkaido_00003.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20191219 北海道松前町と東急不動産 風力発電事業と地域活性化に関する協定書を締結（東急不動産ウェブサイト）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00004	Hokkaido_00004.trig	.\output\json\Hokkaido_00004.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20220301 ニュースリリース：北海道松前町と東急不動産　まちづくり計画策定に関する協定書を締結.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00005	Hokkaido_00005.trig	.\output\json\Hokkaido_00005.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20220301 北海道松前町と東急不動産　まちづくり計画策定に関する協定書を締結（東急不動産ウェブサイト）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00006	Hokkaido_00006.trig	.\output\json\Hokkaido_00006.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	環境アセス資料	relation_hokkaido.tsv	20220530 配慮書提出：北海道および宮城県における陸上風力発電所開発の検討開始（関西電力）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00007	Hokkaido_00007.trig	.\output\json\Hokkaido_00007.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\アセス手続き関係
北海道	環境アセス資料	relation_hokkaido.tsv	20220630 （日本自然保護協会HP）関西電力が公表した５件の風力発電所開発の計画段階環境配慮書に対して意見書を提出しました.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00008	Hokkaido_00008.trig	.\output\json\Hokkaido_00008.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\その他参考資料（自治体広報、議会だより等）
北海道	環境アセス資料	relation_hokkaido.tsv	20220630 （日本自然保護協会）（仮称）古平・仁木・余市ウィンドファーム事業計画段階環境配慮書に関する意見書.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00009	Hokkaido_00009.trig	.\output\json\Hokkaido_00009.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\その他参考資料（自治体広報、議会だより等）
北海道	事業者資料	relation_hokkaido.tsv	20220704 ニュースリリース：北海道松前町教育委員会との協定書の締結について ～再生可能エネルギーと共に歩む街づくりに向けて～.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00010	Hokkaido_00010.trig	.\output\json\Hokkaido_00010.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20220704 北海道松前町教育委員会との協定書の締結について ～再生可能エネルギーと共に歩む街づくりに向けて～（東急不動産ウェブサイト）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00011	Hokkaido_00011.trig	.\output\json\Hokkaido_00011.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	報道	relation_hokkaido.tsv	20220824 日経BizGate（北海道最南端の町、「風車と牛」で再生　東急不と連携）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00012	Hokkaido_00012.trig	.\output\json\Hokkaido_00012.trig.json	リエネ松前風力発電所\報道関係（松前）
北海道	行政資料	relation_hokkaido.tsv	20220912 令和4年9月12日知事意見　法84_01配慮書_01知事_(仮称)古平・仁木・余市ウィンドファーム事業.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00013	Hokkaido_00013.trig	.\output\json\Hokkaido_00013.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\アセス手続き関係
北海道	報道	relation_hokkaido.tsv	20230216 北海道新聞デジタル（＜デジタル発＞風力発電、各地で住民「待った」　適地減り土砂崩れなど懸念　計画撤回も）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00014	Hokkaido_00014.trig	.\output\json\Hokkaido_00014.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\報道関係
北海道	事業者資料	relation_hokkaido.tsv	20230405 ニュースリリース：松前町と企業連携まちづくり計画等の推進業務に係る協定書を締結.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00015	Hokkaido_00015.trig	.\output\json\Hokkaido_00015.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20230405 松前町と企業連携まちづくり計画等の推進業務に係る協定書を締結（東急不動産ウェブサイト）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00016	Hokkaido_00016.trig	.\output\json\Hokkaido_00016.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20230418 ニュースリリース：北海道松前町における地域活性化プロジェクト 学生による「松前~提案 新設された「一般社団法人北海道まつまえ観光物産協会」の協会ロゴマークに採用決定.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00017	Hokkaido_00017.trig	.\output\json\Hokkaido_00017.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20230418 北海道松前町における地域活性化プロジェクト 学生による「松前町ブランドロゴ」「~人北海道まつまえ観光物産協会」の協会ロゴマークに採用決定（東急不動産ウェブサイト）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00018	Hokkaido_00018.trig	.\output\json\Hokkaido_00018.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	報道	relation_hokkaido.tsv	20230602 東洋経済オンライン（北海道｢釧路湿原｣侵食するソーラーパネルの深刻 天然記念物も生息する日本最大の湿原に異変）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00019	Hokkaido_00019.trig	.\output\json\Hokkaido_00019.trig.json	釧路太陽光発電事例調査\報道関係
北海道	事業者資料	relation_hokkaido.tsv	20230921 まちの特性を活かした風力発電事業によって地域活性化を促進する北海道松前町の新~企画・開発を行う「みんなでつくるプロジェクト」等を実施～（東急不動産ウェブサイト）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00020	Hokkaido_00020.trig	.\output\json\Hokkaido_00020.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	事業者資料	relation_hokkaido.tsv	20230921 ニュースリリース：まちの特性を活かした風力発電事業によって地域活性化を促進す~松前」が開園 ～地域参加型で企画・開発を行う「みんなでつくるプロジェクト」等を実施～.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00021	Hokkaido_00021.trig	.\output\json\Hokkaido_00021.trig.json	リエネ松前風力発電所\松前町・東急不動産ウェブサイト（松前）
北海道	環境アセス資料	relation_hokkaido.tsv	20231121 「（仮称）古平・余市ウィンドファーム事業 環境影響評価方法書」の提出.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00022	Hokkaido_00022.trig	.\output\json\Hokkaido_00022.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\アセス手続き関係
北海道	報道	relation_hokkaido.tsv	20231121 朝日新聞（関電、北海道での風力発電計画を大幅縮小　自然保護団体や地元が反対 [北海道]）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00023	Hokkaido_00023.trig	.\output\json\Hokkaido_00023.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\報道関係
北海道	環境アセス資料	relation_hokkaido.tsv	20231122 （仮称）古平・余市ウィンドファーム事業　環境影響評価方法書のあらまし（関西電力株式会社）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00024	Hokkaido_00024.trig	.\output\json\Hokkaido_00024.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\アセス手続き関係
北海道	報道	relation_hokkaido.tsv	20231216 朝日新聞（風力発電に「逆風」　計画縮小の関西電力が説明会、住民から厳しい声 [北海道]）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00025	Hokkaido_00025.trig	.\output\json\Hokkaido_00025.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\報道関係
北海道	報道	relation_hokkaido.tsv	20240229 北海道新聞デジタル（松前のマイクログリッド運用始まる　災害時に避難場所などに電力供給）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00026	Hokkaido_00026.trig	.\output\json\Hokkaido_00026.trig.json	リエネ松前風力発電所\報道関係（松前）
北海道	報道	relation_hokkaido.tsv	20240402 北海道新聞（太陽光発電の建設規制へ　釧路市、年度内にも条例制定）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00027	Hokkaido_00027.trig	.\output\json\Hokkaido_00027.trig.json	釧路太陽光発電事例調査\報道関係
北海道	報道	relation_hokkaido.tsv	20240407 毎日新聞（市民団体　釧路市長へ回答求め　太陽光事業で質問書）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00028	Hokkaido_00028.trig	.\output\json\Hokkaido_00028.trig.json	釧路太陽光発電事例調査\報道関係
北海道	行政資料	relation_hokkaido.tsv	20240422 令和6年4月22日知事意見　法84_方法書_知事_(仮称)古平・余市ウィンドファーム事業.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00029	Hokkaido_00029.trig	.\output\json\Hokkaido_00029.trig.json	後志地域　風力発電事業\古平・余市ＷＦ（関西電力）\アセス手続き関係
北海道	報道	relation_hokkaido.tsv	20240516 北海道新聞デジタル（東急不動産の松前事務所「テノハ」開所　町民、観光客、交流の場に）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00030	Hokkaido_00030.trig	.\output\json\Hokkaido_00030.trig.json	リエネ松前風力発電所\報道関係（松前）
北海道	報道	relation_hokkaido.tsv	20240624 東洋経済オンライン（釧路湿原の大量メガソーラーに土地買取で対抗 原野商法で取得した土地｢手放したい｣人々も ）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00031	Hokkaido_00031.trig	.\output\json\Hokkaido_00031.trig.json	釧路太陽光発電事例調査\報道関係
北海道	報道	relation_hokkaido.tsv	20240626 北海道新聞デジタル（風車下のソバ、特産に　松前高生ら種まき）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00032	Hokkaido_00032.trig	.\output\json\Hokkaido_00032.trig.json	リエネ松前風力発電所\報道関係（松前）
北海道	報道	relation_hokkaido.tsv	20240724 北海道新聞デジタル（風力発電を見学　松前・松城小5年生）.pdf	https://kozaki-lab.jp/REFV-KG/docs/Hokkaido/00033	Hokkaido_00033.trig	.\output\json\Hokkaido_00033.trig.json	リエネ松前風力発電所\報道関係（松前）
